Timestamp,accelX(g),accelY(g),accelZ(g),accelUserX(g),accelUserY(g),accelUserZ(g),gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),m11,m12,m13,m21,m22,m23,m31,m32,m33,qX,qY,qZ,qW,Lat,Long,Speed(m/s),TrueHeading,Alt(m),HorizontalAccuracy(m),VerticalAccuracy(m),Course,ActivityType,ActivityConfidence,Pressure(kilopascals),RelativeAltitude(meters),magX(µT),magY(µT),magZ(µT),calMagX(µT),calMagY(µT),calMagZ(µT)
08-Oct-2025 08:50:12.095, 0.0529,-1.0052,-0.0489, 0.0282,-0.0014,-0.0065,-0.0098, 0.1758, 0.0018, 0.5682, 1.5316,-1.5580, 0.5485,-0.8359,-0.0211, 0.0392, 0.0005, 0.9992,-0.8352,-0.5489, 0.0330, 0.6154,-0.3236,-0.3479, 0.6289,-23.222525,-45.865563, 0.0000, 306.4, 627.360107, 2.0, 7.6, 327.6,Unknown,High, 94.7419,-11.3884, 25.7987, 94.3969,-544.6255, 28.1823, 21.2553,-18.7953
08-Oct-2025 08:50:13.092, 0.0356,-0.9965,-0.0659, 0.0023, 0.0215, 0.0246,-0.0133, 0.1752,-0.0037, 0.5965, 1.5293,-1.4051, 0.6900,-0.7234,-0.0233, 0.0409, 0.0068, 0.9991,-0.7226,-0.6904, 0.0343, 0.6420,-0.2657,-0.2904, 0.6579,-23.222547,-45.865535, 0.0000, 295.9, 627.360107, 10.7, 7.5, 327.6,Stationary,Low, 94.7419,-11.3884, 28.4105, 94.6991,-543.0349, 30.9309, 21.5359,-16.7507
08-Oct-2025 08:50:14.089, 0.0334,-0.9927,-0.0650, 0.0206, 0.0203, 0.0052,-0.0003, 0.1847, 0.0005, 0.6479, 1.5286,-1.2652, 0.8150,-0.5790,-0.0255, 0.0403, 0.0127, 0.9991,-0.5781,-0.8153, 0.0337, 0.6649,-0.2025,-0.2269, 0.6822,-23.222518,-45.865577, 1.2727, 284.9, 627.095032, 10.7, 7.0, 289.2,Unknown,High, 94.7412,-11.3303, 30.6929, 94.5664,-541.5494, 33.4261, 21.7362,-15.1985
08-Oct-2025 08:50:15.085, 0.1095,-1.0492,-0.0774, 0.0717,-0.0231,-0.0115,-0.0091, 0.1905,-0.0003, 0.7116, 1.5272,-1.1446, 0.9071,-0.4199,-0.0285, 0.0397, 0.0180, 0.9990,-0.4190,-0.9074, 0.0330, 0.6812,-0.1395,-0.1642, 0.6997,-23.222517,-45.865594, 1.3992, 275.1, 627.036072, 10.8, 7.1, 280.2,Unknown,High, 94.7400,-11.2299, 33.1207, 94.6032,-538.8399, 35.4866, 21.6179,-12.7856
08-Oct-2025 08:50:16.082, 0.0460,-0.9547, 0.0224, 0.0161, 0.0371, 0.0407,-0.0030, 0.2212, 0.0114, 0.7690, 1.5280,-0.9843, 0.9764,-0.2139,-0.0297, 0.0356, 0.0237, 0.9991,-0.2130,-0.9766, 0.0307, 0.6932,-0.0643,-0.0876, 0.7125,-23.222516,-45.865612, 1.5357, 261.7, 627.547363, 10.6, 6.4, 270.5,Unknown,High, 94.7379,-11.0449, 34.4843, 94.4846,-535.4135, 37.0426, 21.2320,-9.4822
08-Oct-2025 08:50:17.079, 0.1072,-0.9965,-0.0019, 0.0675, 0.0481, 0.0278,-0.0110, 0.2097, 0.0012, 0.8356, 1.5248,-0.8395, 0.9994,-0.0044,-0.0341, 0.0342, 0.0307, 0.9989,-0.0034,-0.9995, 0.0308, 0.6960, 0.0107,-0.0135, 0.7178,-23.222520,-45.865632, 1.6647, 250.9, 627.377319, 10.8, 6.0, 263.7,Unknown,High, 94.7363,-10.9022, 35.6723, 94.3905,-531.8533, 38.1927, 21.1725,-5.7694
08-Oct-2025 08:50:18.076, 0.0209,-0.9788, 0.0236,-0.0094, 0.0238, 0.0475,-0.0154, 0.1546, 0.0001, 0.8548, 1.5246,-0.6684, 0.9822, 0.1847,-0.0348, 0.0286, 0.0362, 0.9989, 0.1858,-0.9821, 0.0303, 0.6920, 0.0771, 0.0545, 0.7157,-23.222526,-45.865651, 1.7293, 239.7, 628.079773, 10.8, 5.7, 252.3,Unknown,High, 94.7319,-10.5165, 35.9249, 94.3007,-528.1428, 38.1198, 20.8923,-2.6156
08-Oct-2025 08:50:19.073, 0.0969,-0.9746,-0.0522, 0.0477, 0.0016, 0.0075,-0.0091, 0.0713,-0.0041, 0.8929, 1.5245,-0.6068, 0.9589, 0.2815,-0.0360, 0.0264, 0.0380, 0.9989, 0.2826,-0.9588, 0.0290, 0.6877, 0.1119, 0.0896, 0.7117,-23.222537,-45.865677, 2.1441, 233.3, 628.242737, 10.9, 5.6, 248.7,Unknown,High, 94.7279,-10.1650, 36.0305, 94.0414,-526.8731, 38.4279, 21.1122,-0.7813
08-Oct-2025 08:50:20.070, 0.0698,-1.0137,-0.0193, 0.0581,-0.0300,-0.0004,-0.0106, 0.0860, 0.0023, 0.9318, 1.5266,-0.5617, 0.9319, 0.3611,-0.0355, 0.0235, 0.0374, 0.9990, 0.3620,-0.9318, 0.0264, 0.6834, 0.1407, 0.1195, 0.7063,-23.222553,-45.865706, 2.7361, 229.1, 628.589722, 10.8, 5.4, 243.7,Unknown,High, 94.7219,-9.6365, 35.6661, 93.6889,-524.7301, 38.1628, 20.4974, 1.1292
08-Oct-2025 08:50:21.067, 0.1267,-1.0099, 0.0043, 0.1044, 0.0035, 0.0436,-0.0067, 0.0793,-0.0218, 0.9531, 1.5272,-0.5054, 0.9011, 0.4322,-0.0355, 0.0211, 0.0381, 0.9991, 0.4332,-0.9010, 0.0252, 0.6778, 0.1672, 0.1467, 0.7008,-23.222574,-45.865733, 3.0940, 224.9, 628.428772, 10.8, 5.3, 238.8,Unknown,High, 94.7166,-9.1663, 35.3194, 94.5302,-524.2902, 37.9799, 21.0458, 2.1356
08-Oct-2025 08:50:22.064, 0.0479,-1.0147, 0.0516, 0.0555,-0.0806,-0.0530,-0.0097, 0.0795,-0.0011, 0.9453, 1.5258,-0.4217, 0.8657, 0.4992,-0.0365, 0.0184, 0.0411, 0.9990, 0.5002,-0.8655, 0.0264, 0.6705, 0.1930, 0.1729, 0.6952,-23.222590,-45.865758, 3.1555, 220.7, 628.353271, 10.7, 5.3, 237.2,Unknown,High, 94.7097,-8.5612, 34.4749, 94.3329,-522.9590, 37.2630, 20.9384, 2.8361
08-Oct-2025 08:50:23.061,-0.0696,-0.9075,-0.0547,-0.1626, 0.0513, 0.0336,-0.0086,-0.0382,-0.0001, 0.8559, 1.5268,-0.3129, 0.8559, 0.5160,-0.0332, 0.0135, 0.0418, 0.9990, 0.5169,-0.8556, 0.0288, 0.6681, 0.1982, 0.1810, 0.6940,-23.222614,-45.865786, 3.4548, 218.6, 628.230408, 10.7, 5.4, 232.7,Unknown,High, 94.7046,-8.1146, 34.7487, 94.3785,-522.5264, 37.1315, 20.9924, 3.5712
08-Oct-2025 08:50:24.058,-0.0847,-1.0878,-0.0126,-0.0731,-0.0373, 0.0017, 0.0078,-0.1805,-0.0012, 0.8197, 1.5281,-0.4004, 0.9131, 0.4065,-0.0312, 0.0166, 0.0393, 0.9991, 0.4074,-0.9128, 0.0291, 0.6791, 0.1558, 0.1385, 0.7038,-23.222642,-45.865813, 3.5788, 225.0, 628.350952, 10.9, 5.4, 227.2,Unknown,High, 94.6996,-7.6786, 35.2733, 94.0081,-523.8406, 37.7819, 20.9232, 2.0411
08-Oct-2025 08:50:25.054,-0.0377,-0.8635,-0.0221,-0.0647, 0.1646, 0.0600, 0.0110,-0.1484,-0.0251, 0.8640, 1.5306,-0.5996, 0.9649, 0.2609,-0.0306, 0.0227, 0.0332, 0.9992, 0.2617,-0.9648, 0.0261, 0.6902, 0.1027, 0.0837, 0.7114,-23.222672,-45.865842, 3.8694, 233.6, 627.732483, 10.7, 5.4, 224.9,Unknown,High, 94.6969,-7.4382, 35.2994, 93.8848,-527.0296, 38.1065, 21.1271,-0.7869
08-Oct-2025 08:50:26.051, 0.0072,-0.8953,-0.0201,-0.0363, 0.0969,-0.0088,-0.0149,-0.1594,-0.0145, 0.8226, 1.5290,-0.7130, 0.9936, 0.1088,-0.0306, 0.0273, 0.0316, 0.9991, 0.1097,-0.9936, 0.0284, 0.6953, 0.0489, 0.0284, 0.7165,-23.222689,-45.865875, 3.7910, 242.2, 628.009705, 10.6, 5.5, 236.2,Unknown,High, 94.6940,-7.1766, 35.8245, 94.4548,-529.4705, 38.3950, 21.2983,-3.5309
08-Oct-2025 08:50:27.048,-0.0339,-1.1952,-0.0476,-0.0630,-0.1573,-0.0126,-0.0200,-0.1558,-0.0003, 0.7651, 1.5301,-0.8079, 0.9987,-0.0432,-0.0282, 0.0294, 0.0281, 0.9992,-0.0424,-0.9987, 0.0294, 0.6966,-0.0049,-0.0253, 0.7170,-23.222697,-45.865909, 3.6867, 250.7, 627.850891, 10.6, 5.5, 246.8,Unknown,High, 94.6913,-6.9414, 35.4869, 94.3379,-531.8590, 37.9090, 21.3087,-5.8791
08-Oct-2025 08:50:28.045, 0.0598,-1.0467,-0.0195, 0.0271,-0.1316, 0.0460, 0.0066,-0.1110, 0.0073, 0.8688, 1.5293,-1.0400, 0.9848,-0.1707,-0.0317, 0.0358, 0.0210, 0.9991,-0.1699,-0.9851, 0.0268, 0.6959,-0.0485,-0.0724, 0.7128,-23.222704,-45.865943, 3.5834, 259.3, 627.346191, 10.4, 5.4, 255.8,Unknown,High, 94.6897,-6.8040, 34.7438, 94.4379,-534.3096, 37.1450, 21.1828,-8.3926
08-Oct-2025 08:50:29.042, 0.0041,-1.0017,-0.0323,-0.0422, 0.0094,-0.0173,-0.0043,-0.1249, 0.0005, 0.7585, 1.5269,-1.0487, 0.9576,-0.2864,-0.0302, 0.0380, 0.0219, 0.9990,-0.2855,-0.9579, 0.0318, 0.6899,-0.0900,-0.1144, 0.7091,-23.222705,-45.865986, 3.8236, 265.6, 627.429199, 10.5, 5.4, 265.8,Unknown,High, 94.6887,-6.7168, 34.0610, 94.6427,-536.1735, 36.3813, 21.6639,-9.9436
08-Oct-2025 08:50:30.039,-0.0891,-0.9216,-0.0329,-0.1117, 0.0919,-0.0109, 0.0085,-0.1375,-0.0098, 0.6687, 1.5362,-1.0893, 0.9125,-0.4085,-0.0215, 0.0307, 0.0160, 0.9994,-0.4079,-0.9126, 0.0272, 0.6836,-0.1382,-0.1570, 0.6992,-23.222705,-45.866023, 3.7683, 272.1, 626.796387, 10.5, 5.2, 269.7,Unknown,High, 94.6881,-6.6587, 33.2490, 94.5920,-538.1540, 35.5601, 21.2474,-11.4650
08-Oct-2025 08:50:31.036,-0.0121,-0.9059,-0.0562,-0.0496, 0.0883, 0.0192,-0.0030,-0.1075,-0.0003, 0.6661, 1.5341,-1.2070, 0.8568,-0.5151,-0.0227, 0.0343, 0.0131, 0.9993,-0.5144,-0.8570, 0.0288, 0.6736,-0.1784,-0.1993, 0.6890,-23.222699,-45.866064, 3.8829, 279.5, 626.699768, 10.5, 5.1, 276.5,Unknown,High, 94.6881,-6.6587, 32.2286, 95.1674,-539.9478, 34.3554, 21.7800,-13.7675
08-Oct-2025 08:50:32.033,-0.0292,-1.0500,-0.0092,-0.0483,-0.0215,-0.0083,-0.0014,-0.0983,-0.0042, 0.6972, 1.5342,-1.3363, 0.8022,-0.5966,-0.0235, 0.0356, 0.0085, 0.9993,-0.5960,-0.8025, 0.0281, 0.6644,-0.2111,-0.2331, 0.6780,-23.222688,-45.866105, 4.0433, 284.8, 626.432312, 10.3, 5.0, 283.5,Unknown,High, 94.6885,-6.6930, 30.7595, 95.5628,-539.9534, 33.1931, 22.4058,-13.9678
08-Oct-2025 08:50:33.030,-0.0137,-1.0068, 0.0058,-0.0137, 0.0056,-0.0015, 0.0056,-0.1027,-0.0147, 0.7600, 1.5358,-1.4923, 0.7432,-0.6686,-0.0241, 0.0348, 0.0027, 0.9994,-0.6682,-0.7436, 0.0253, 0.6548,-0.2420,-0.2643, 0.6654,-23.222667,-45.866142, 4.0617, 290.1, 626.360657, 10.4, 5.2, 291.7,Unknown,High, 94.6891,-6.7538, 29.8434, 95.6811,-541.8082, 32.1537, 22.6375,-15.2043
08-Oct-2025 08:50:34.027,-0.0052,-1.0173,-0.0079,-0.0076,-0.0314, 0.0012,-0.0019,-0.0721,-0.0029, 0.7757, 1.5390,-1.5907, 0.6855,-0.7277,-0.0222, 0.0318,-0.0006, 0.9995,-0.7274,-0.6859, 0.0227, 0.6449,-0.2698,-0.2906, 0.6534,-23.222637,-45.866172, 3.9904, 295.3, 626.570312, 10.5, 7.6, 298.4,Unknown,High, 94.6909,-6.9044, 28.4626, 95.5540,-542.6134, 31.0119, 22.3446,-16.7621
08-Oct-2025 08:50:35.024,-0.0069,-0.9019, 0.0132,-0.0302, 0.1023, 0.0275, 0.0027,-0.0666,-0.0121, 0.7746, 1.5397,-1.6540, 0.6373,-0.7703,-0.0217, 0.0309,-0.0026, 0.9995,-0.7700,-0.6376, 0.0222, 0.6359,-0.2907,-0.3113, 0.6436,-23.222613,-45.866207, 4.1477, 298.4, 625.803162, 10.5, 7.6, 302.6,Unknown,High, 94.6912,-6.9335, 27.8295, 95.1744,-542.7714, 30.0548, 22.2130,-16.9144
08-Oct-2025 08:50:36.021,-0.0080,-0.9848,-0.0076, 0.0031, 0.0327, 0.0141,-0.0011,-0.0580, 0.0013, 0.6690, 1.5412,-1.6015, 0.5955,-0.8031,-0.0183, 0.0295,-0.0009, 0.9996,-0.8028,-0.5958, 0.0232, 0.6271,-0.3084,-0.3273, 0.6360,-23.222587,-45.866242, 4.2623, 301.5, 626.069763, 10.4, 7.4, 306.5,Unknown,High, 94.6915,-6.9599, 26.7584, 95.6946,-542.9705, 29.1069, 22.2194,-17.2974
08-Oct-2025 08:50:37.017, 0.0260,-0.9808, 0.0265, 0.0150, 0.0835, 0.0060, 0.0013,-0.0226,-0.0033, 0.7384, 1.5432,-1.7038, 0.5688,-0.8222,-0.0186, 0.0273,-0.0037, 0.9996,-0.8220,-0.5691, 0.0204, 0.6229,-0.3190,-0.3373, 0.6296,-23.222562,-45.866275, 4.3214, 303.5, 625.973572, 10.2, 7.3, 309.3,Unknown,High, 94.6919,-6.9943, 25.8812, 95.2008,-544.3683, 28.4321, 21.9546,-18.5462
08-Oct-2025 08:50:38.015,-0.0065,-1.0109, 0.0079,-0.0121, 0.0648,-0.0801, 0.0018,-0.0209,-0.0040, 0.7507, 1.5446,-1.7339, 0.5542,-0.8322,-0.0178, 0.0258,-0.0042, 0.9997,-0.8320,-0.5544, 0.0191, 0.6203,-0.3250,-0.3425, 0.6263,-23.222538,-45.866306, 4.2513, 304.5, 626.189575, 10.1, 6.9, 310.7,Unknown,High, 94.6920,-7.0022, 25.5499, 94.9718,-543.8779, 28.2171, 22.2060,-17.7699
08-Oct-2025 08:50:39.012, 0.0724,-0.9842, 0.0343, 0.0162, 0.0050, 0.0526,-0.0023,-0.0039,-0.0114, 0.7689, 1.5446,-1.7595, 0.5480,-0.8363,-0.0182, 0.0257,-0.0049, 0.9997,-0.8361,-0.5482, 0.0188, 0.6193,-0.3272,-0.3449, 0.6249,-23.222511,-45.866335, 4.3170, 304.5, 625.725952, 10.1, 6.9, 312.8,Unknown,High, 94.6921,-7.0101, 25.2450, 94.7637,-544.0686, 27.6536, 21.6065,-18.2911
08-Oct-2025 08:50:40.008, 0.0147,-0.9977,-0.0842, 0.0224,-0.0173,-0.0088,-0.0051, 0.0027, 0.0063, 0.7383, 1.5407,-1.7265, 0.5499,-0.8350,-0.0203, 0.0298,-0.0047, 0.9995,-0.8347,-0.5502, 0.0223, 0.6189,-0.3252,-0.3454, 0.6260,-23.222482,-45.866372, 4.6048, 304.5, 626.106567, 10.0, 6.8, 312.1,Unknown,High, 94.6927,-7.0656, 25.5820, 95.0119,-544.1934, 28.0372, 21.6342,-18.2842
08-Oct-2025 08:50:41.006, 0.0443,-0.9568, 0.0130, 0.0144, 0.1403, 0.0425,-0.0028, 0.0008,-0.0205, 0.8069, 1.5403,-1.7935, 0.5511,-0.8341,-0.0220, 0.0298,-0.0067, 0.9995,-0.8339,-0.5515, 0.0211, 0.6198,-0.3244,-0.3452, 0.6256,-23.222448,-45.866399, 4.5883, 304.5, 625.494507, 10.0, 6.8, 319.0,Unknown,High, 94.6936,-7.1475, 25.5317, 95.0314,-544.1949, 27.9545, 21.7509,-18.5227
08-Oct-2025 08:50:42.002, 0.0457,-0.9391,-0.0185, 0.0121, 0.0638,-0.0653,-0.0016,-0.0109,-0.0181, 0.8156, 1.5401,-1.8059, 0.5481,-0.8361,-0.0224, 0.0299,-0.0072, 0.9995,-0.8359,-0.5485, 0.0211, 0.6193,-0.3255,-0.3465, 0.6249,-23.222415,-45.866434, 4.8678, 305.5, 625.853638, 10.0, 6.7, 318.4,Unknown,High, 94.6937,-7.1501, 25.6382, 95.6181,-543.8300, 27.7196, 22.6435,-17.9093
08-Oct-2025 08:50:42.999,-0.0060,-1.0301, 0.0858,-0.0057,-0.0312, 0.0297, 0.0047,-0.0228, 0.0003, 0.8088, 1.5417,-1.8177, 0.5325,-0.8462,-0.0210, 0.0282,-0.0071, 0.9996,-0.8459,-0.5329, 0.0201, 0.6164,-0.3318,-0.3516, 0.6216,-23.222381,-45.866474, 5.1503, 306.6, 625.517517, 9.9, 6.5, 315.6,Unknown,High, 94.6941,-7.1898, 25.2504, 95.6123,-543.9946, 27.6146, 22.5043,-18.2997
08-Oct-2025 08:50:43.996, 0.0076,-1.0195,-0.0827,-0.0676,-0.0043,-0.0327, 0.0013,-0.0067,-0.0001, 0.7552, 1.5395,-1.7723, 0.5256,-0.8505,-0.0215, 0.0307,-0.0063, 0.9995,-0.8502,-0.5260, 0.0228, 0.6142,-0.3337,-0.3548, 0.6209,-23.222349,-45.866511, 5.1575, 306.6, 625.170593, 10.0, 6.5, 314.2,Unknown,High, 94.6951,-7.2744, 24.4665, 94.4079,-544.4938, 26.9739, 21.2802,-18.6666
08-Oct-2025 08:50:44.993, 0.0430,-1.0111,-0.0587, 0.0052,-0.0276, 0.0714, 0.0018,-0.0148, 0.0017, 0.7080, 1.5403,-1.7234, 0.5270,-0.8497,-0.0198, 0.0301,-0.0046, 0.9995,-0.8494,-0.5273, 0.0231, 0.6141,-0.3337,-0.3538, 0.6216,-23.222318,-45.866544, 4.9447, 306.6, 625.200439, 10.1, 6.6, 314.0,Unknown,High, 94.6968,-7.4223, 24.8295, 94.5698,-544.3140, 27.4924, 21.5036,-18.9572
08-Oct-2025 08:50:45.990, 0.0366,-1.0221,-0.0405,-0.0144,-0.0268, 0.0815,-0.0103,-0.0019,-0.0140, 0.7146, 1.5389,-1.7319, 0.5253,-0.8507,-0.0209, 0.0314,-0.0051, 0.9995,-0.8503,-0.5257, 0.0241, 0.6137,-0.3337,-0.3549, 0.6213,-23.222279,-45.866578, 5.1206, 306.6, 624.980469, 10.0, 6.7, 316.6,Unknown,High, 94.6994,-7.6575, 25.1110, 95.1461,-545.2142, 27.4864, 21.8896,-18.4230
08-Oct-2025 08:50:46.987, 0.0338,-0.9753,-0.0555, 0.0057,-0.0174, 0.0073, 0.0041,-0.0007,-0.0106, 0.8153, 1.5407,-1.8295, 0.5279,-0.8490,-0.0219, 0.0291,-0.0077, 0.9995,-0.8488,-0.5283, 0.0206, 0.6154,-0.3331,-0.3537, 0.6207,-23.222245,-45.866613, 5.0751, 306.6, 624.888672, 9.8, 6.7, 316.1,Unknown,High, 94.7035,-8.0115, 24.9581, 94.7070,-544.2074, 27.5554, 21.5442,-18.5165
08-Oct-2025 08:50:47.984, 0.0185,-1.0544, 0.0076,-0.0117,-0.0264, 0.0506,-0.0008,-0.0066,-0.0214, 0.8162, 1.5386,-1.8251, 0.5324,-0.8461,-0.0235, 0.0312,-0.0081, 0.9995,-0.8459,-0.5329, 0.0221, 0.6161,-0.3307,-0.3527, 0.6218,-23.222209,-45.866645, 5.0668, 306.6, 625.081482, 9.7, 6.7, 318.4,Unknown,High, 94.7079,-8.4052, 25.0425, 94.6542,-544.9150, 27.4636, 21.4606,-18.9685
08-Oct-2025 08:50:48.981, 0.0164,-1.0045, 0.0374,-0.0117,-0.0413, 0.0940,-0.0049,-0.0080,-0.0019, 0.7743, 1.5397,-1.7875, 0.5288,-0.8485,-0.0218, 0.0304,-0.0067, 0.9995,-0.8482,-0.5292, 0.0223, 0.6151,-0.3325,-0.3536, 0.6214,-23.222174,-45.866692, 5.5042, 306.6, 624.422363, 9.8, 6.8, 313.3,Unknown,High, 94.7115,-8.7170, 25.1928, 94.9086,-545.0204, 27.1729, 21.9197,-18.8898
08-Oct-2025 08:50:49.978, 0.1032,-1.0431,-0.0387, 0.0894,-0.0389, 0.0297, 0.0006,-0.0007,-0.0047, 0.7763, 1.5404,-1.7930, 0.5258,-0.8503,-0.0213, 0.0296,-0.0067, 0.9995,-0.8501,-0.5262, 0.0217, 0.6146,-0.3338,-0.3545, 0.6206,-23.222138,-45.866726, 5.3222, 306.6, 624.788574, 10.0, 7.0, 315.1,Unknown,High, 94.7138,-8.9232, 30.8382, 95.5521,-544.2078, 33.1388, 22.4346,-17.7979
08-Oct-2025 08:50:50.975,-0.0082,-0.9773,-0.0048,-0.0393, 0.0681, 0.0229,-0.0060,-0.0075,-0.0082, 0.7508, 1.5407,-1.7678, 0.5256,-0.8505,-0.0205, 0.0295,-0.0059, 0.9995,-0.8502,-0.5259, 0.0220, 0.6143,-0.3341,-0.3544, 0.6208,-23.222097,-45.866768, 5.7225, 306.6, 624.862732, 10.0, 7.1, 315.4,Unknown,High, 94.7138,-8.9232, 30.3962, 95.5250,-543.5532, 32.9536, 22.3136,-17.4529
08-Oct-2025 08:50:51.972, 0.0275,-1.0111, 0.0405, 0.0191,-0.0663, 0.0444, 0.0020, 0.0225,-0.0122, 0.7574, 1.5401,-1.7623, 0.5359,-0.8440,-0.0211, 0.0301,-0.0058, 0.9995,-0.8437,-0.5363, 0.0223, 0.6163,-0.3301,-0.3508, 0.6230,-23.222055,-45.866810, 5.9885, 306.6, 625.180664, 9.8, 7.0, 316.0,Unknown,High, 94.7134,-8.8888, 30.7356, 95.2389,-543.9270, 33.2734, 22.1730,-17.9084
08-Oct-2025 08:50:52.969, 0.0063,-0.8956,-0.0370, 0.0092, 0.0743, 0.0344,-0.0043, 0.0103,-0.0063, 0.7775, 1.5419,-1.7640, 0.5513,-0.8340,-0.0203, 0.0284,-0.0055, 0.9996,-0.8338,-0.5517, 0.0206, 0.6197,-0.3250,-0.3445, 0.6258,-23.222015,-45.866849, 5.9574, 305.6, 625.045410, 9.7, 6.9, 316.4,Unknown,High, 94.7115,-8.7223, 31.1490, 95.7791,-543.2207, 33.7739, 21.8637,-17.8145
08-Oct-2025 08:50:53.966, 0.0621,-1.0467,-0.0332, 0.0175,-0.0180, 0.0021,-0.0035, 0.0134,-0.0142, 0.7983, 1.5388,-1.7648, 0.5678,-0.8229,-0.0229, 0.0314,-0.0062, 0.9995,-0.8226,-0.5682, 0.0223, 0.6228,-0.3177,-0.3394, 0.6293,-23.221975,-45.866899, 6.3568, 304.5, 625.009521, 9.7, 6.9, 313.4,Unknown,High, 94.7098,-8.5717, 31.1424, 95.5979,-543.6773, 33.8909, 22.4636,-17.5248
08-Oct-2025 08:50:54.963,-0.0442,-1.0699,-0.0462,-0.0367,-0.0026,-0.0235, 0.0001,-0.0172,-0.0082, 0.8258, 1.5400,-1.7843, 0.5744,-0.8183,-0.0226, 0.0301,-0.0065, 0.9995,-0.8180,-0.5748, 0.0208, 0.6245,-0.3155,-0.3365, 0.6302,-23.221932,-45.866942, 6.4039, 304.5, 625.272278, 9.7, 7.1, 314.7,Unknown,High, 94.7098,-8.5717, 31.4093, 94.8216,-543.8488, 33.9911, 21.7875,-17.6544
08-Oct-2025 08:50:55.960, 0.0086,-1.0486, 0.0114, 0.0020,-0.0120, 0.0242,-0.0087,-0.0142,-0.0151, 0.8146, 1.5404,-1.7873, 0.5627,-0.8263,-0.0221, 0.0297,-0.0065, 0.9995,-0.8261,-0.5631, 0.0209, 0.6222,-0.3201,-0.3408, 0.6279,-23.221894,-45.866991, 6.4863, 304.5, 624.825562, 10.0, 7.2, 312.5,Unknown,High, 94.7080,-8.4105, 31.5208, 95.8219,-543.6565, 34.0194, 22.6088,-17.7263
08-Oct-2025 08:50:56.957,-0.0381,-0.9947,-0.0098,-0.0477, 0.0525, 0.0271, 0.0024,-0.0148, 0.0041, 0.8382, 1.5405,-1.8149, 0.5594,-0.8286,-0.0226, 0.0294,-0.0073, 0.9995,-0.8283,-0.5598, 0.0203, 0.6218,-0.3213,-0.3421, 0.6270,-23.221856,-45.867035, 6.3484, 304.5, 624.782288, 9.4, 6.8, 312.2,Unknown,High, 94.7068,-8.3101, 31.2678, 95.2110,-544.1342, 33.7107, 22.2101,-17.8692
08-Oct-2025 08:50:57.954, 0.0292,-0.9467,-0.0250,-0.0045,-0.0120, 0.0525, 0.0018,-0.0070,-0.0059, 0.8298, 1.5412,-1.8185, 0.5495,-0.8352,-0.0218, 0.0286,-0.0072, 0.9996,-0.8350,-0.5499, 0.0199, 0.6198,-0.3253,-0.3456, 0.6249,-23.221816,-45.867083, 6.4211, 305.5, 624.497375, 9.3, 6.8, 312.8,Unknown,High, 94.7068,-8.3101, 31.7234, 95.7150,-543.7500, 33.5684, 22.0835,-17.9152
08-Oct-2025 08:50:58.951, 0.0506,-1.0014,-0.0327, 0.0249,-0.0094, 0.0720, 0.0012,-0.0017, 0.0042, 0.8399, 1.5395,-1.8286, 0.5494,-0.8352,-0.0233, 0.0303,-0.0080, 0.9995,-0.8350,-0.5498, 0.0209, 0.6198,-0.3247,-0.3462, 0.6250,-23.221775,-45.867129, 6.4667, 305.5, 624.607056, 8.9, 6.4, 313.6,Unknown,High, 94.7070,-8.3233, 31.2734, 95.4610,-543.8686, 33.5434, 22.2411,-18.0703
08-Oct-2025 08:50:59.948,-0.0026,-1.0934,-0.0429,-0.0248,-0.0860, 0.0088,-0.0024, 0.0018,-0.0040, 0.8669, 1.5407,-1.8567, 0.5485,-0.8358,-0.0229, 0.0289,-0.0085, 0.9995,-0.8356,-0.5489, 0.0195, 0.6200,-0.3254,-0.3462, 0.6244,-23.221732,-45.867176, 6.5762, 305.5, 624.573853, 9.3, 6.9, 314.4,Stationary,Low, 94.7072,-8.3418, 31.1597, 95.5684,-544.4488, 33.5928, 22.4345,-18.3997
08-Oct-2025 08:51:00.945, 0.0062,-1.1354,-0.0392,-0.0302,-0.0610, 0.0711, 0.0132,-0.0041, 0.0091, 0.9558, 1.5467,-1.9556, 0.5403,-0.8413,-0.0197, 0.0223,-0.0090, 0.9997,-0.8412,-0.5406, 0.0139, 0.6196,-0.3304,-0.3474, 0.6215,-23.221689,-45.867223, 6.6889, 305.5, 624.079834, 9.5, 7.1, 314.8,Unknown,High, 94.7077,-8.3894, 30.8987, 94.9367,-544.2162, 33.3225, 22.2316,-17.9046
08-Oct-2025 08:51:01.942, 0.0743,-1.1174, 0.0175, 0.0607,-0.0268, 0.0186,-0.0109,-0.0013,-0.0090, 0.8845, 1.5417,-1.8875, 0.5375,-0.8430,-0.0225, 0.0277,-0.0091, 0.9996,-0.8428,-0.5379, 0.0184, 0.6181,-0.3298,-0.3500, 0.6219,-23.221646,-45.867268, 6.6785, 305.5, 624.418884, 9.6, 7.1, 315.1,Unknown,High, 94.7086,-8.4660, 30.9341, 95.6442,-544.2189, 33.2605, 22.4331,-17.9655
