NACA 23012 Airfoil cl=0.30 T=12.0% P=15.0%
  1.000028  0.001260
  0.998491  0.001510
  0.993891  0.002256
  0.986255  0.003486
  0.975631  0.005182
  0.962083  0.007317
  0.945694  0.009859
  0.926566  0.012774
  0.904816  0.016020
  0.880576  0.019556
  0.853997  0.023336
  0.825242  0.027317
  0.794487  0.031450
  0.761921  0.035689
  0.727745  0.039983
  0.692169  0.044283
  0.655412  0.048537
  0.617699  0.052690
  0.579263  0.056686
  0.540340  0.060466
  0.501169  0.063969
  0.461990  0.067135
  0.423045  0.069903
  0.384571  0.072215
  0.346807  0.074014
  0.309983  0.075253
  0.274326  0.075888
  0.240055  0.075889
  0.207382  0.075232
  0.176177  0.073861
  0.146288  0.071464
  0.118178  0.067761
  0.092309  0.062655
  0.069107  0.056225
  0.048932  0.048702
  0.032056  0.040422
  0.018649  0.031767
  0.008784  0.023119
  0.002449  0.014802
 -0.000435  0.007053
  0.000000  0.000000
  0.003518 -0.006120
  0.009863 -0.011167
  0.018846 -0.015292
  0.030295 -0.018693
  0.044064 -0.021586
  0.060061 -0.024186
  0.078253 -0.026682
  0.098674 -0.029223
  0.121416 -0.031894
  0.146605 -0.034702
  0.174375 -0.037542
  0.204833 -0.040168
  0.237446 -0.042266
  0.271683 -0.043779
  0.307334 -0.044718
  0.344176 -0.045106
  0.381983 -0.044975
  0.420521 -0.044365
  0.459551 -0.043319
  0.498831 -0.041885
  0.538119 -0.040115
  0.577171 -0.038057
  0.615746 -0.035762
  0.653605 -0.033278
  0.690514 -0.030651
  0.726245 -0.027925
  0.760578 -0.025144
  0.793299 -0.022347
  0.824206 -0.019575
  0.853109 -0.016868
  0.879830 -0.014264
  0.904201 -0.011802
  0.926074 -0.009519
  0.945312 -0.007452
  0.961797 -0.005636
  0.975426 -0.004101
  0.986115 -0.002876
  0.993797 -0.001984
  0.998426 -0.001442
  0.999972 -0.001260
