NACA 03012 Airfoil cl=0.05 T=12.0% P=15.0%
  1.000005  0.001260
  0.998464  0.001482
  0.993852  0.002143
  0.986197  0.003233
  0.975545  0.004733
  0.961964  0.006618
  0.945535  0.008858
  0.926361  0.011420
  0.904560  0.014266
  0.880265  0.017355
  0.853627  0.020646
  0.824810  0.024097
  0.793992  0.027664
  0.761361  0.031302
  0.727120  0.034967
  0.691480  0.038612
  0.654659  0.042189
  0.616886  0.045647
  0.578392  0.048935
  0.539415  0.051998
  0.500195  0.054780
  0.460974  0.057225
  0.421993  0.059276
  0.383493  0.060879
  0.345711  0.061983
  0.308879  0.062544
  0.273225  0.062524
  0.238968  0.061893
  0.206320  0.060636
  0.175426  0.058736
  0.146420  0.056147
  0.119527  0.052842
  0.094960  0.048832
  0.072913  0.044160
  0.053559  0.038898
  0.037041  0.033133
  0.023477  0.026964
  0.012949  0.020487
  0.005514  0.013791
  0.001198  0.006946
  0.000000  0.000000
  0.001885 -0.006790
  0.006798 -0.013185
  0.014681 -0.019183
  0.025467 -0.024785
  0.039079 -0.029994
  0.055435 -0.034812
  0.074447 -0.039236
  0.096023 -0.043260
  0.120067 -0.046864
  0.146473 -0.050020
  0.175126 -0.052682
  0.205895 -0.054792
  0.238533 -0.056290
  0.272784 -0.057172
  0.308437 -0.057455
  0.345272 -0.057165
  0.383062 -0.056339
  0.421572 -0.055020
  0.460567 -0.053255
  0.499805 -0.051100
  0.539044 -0.048606
  0.578043 -0.045830
  0.616560 -0.042826
  0.654358 -0.039645
  0.691204 -0.036340
  0.726870 -0.032957
  0.761137 -0.029545
  0.793794 -0.026146
  0.824638 -0.022807
  0.853479 -0.019568
  0.880141 -0.016473
  0.904457 -0.013563
  0.926279 -0.010878
  0.945471 -0.008457
  0.961916 -0.006338
  0.975511 -0.004552
  0.986173 -0.003131
  0.993836 -0.002098
  0.998453 -0.001470
  0.999995 -0.001260
